 log g Teff  log Z Vel   a(CBBED)
 log g Teff  log Z Vel   b(CBBED)
 log g Teff  log Z Vel  xi(CBBED)
 4.50 18000. -0.2  2.0   0.1994
 4.50 18000. -0.2  2.0   0.0110
 5.00 18000. -0.2  2.0   0.0872
 5.00 18000. -0.2  2.0   0.1929
 5.00 18000. -0.2  2.0   0.0098
 2.50 19000. -0.2  2.0   0.0994
 2.50 19000. -0.2  2.0   0.3264
 2.50 19000. -0.2  2.0   0.0300
 3.00 19000. -0.2  2.0   0.0811
 3.00 19000. -0.2  2.0   0.2749
 3.00 19000. -0.2  2.0   0.0264
 3.50 19000. -0.2  2.0   0.0804
 3.50 19000. -0.2  2.0   0.2358
 3.50 19000. -0.2  2.0   0.0192
 4.00 19000. -0.2  2.0   0.0827
 4.00 19000. -0.2  2.0   0.2108
 4.00 19000. -0.2  2.0   0.0141
 4.50 19000. -0.2  2.0   0.0842
 4.50 19000. -0.2  2.0   0.1967
 4.50 19000. -0.2  2.0   0.0111
 5.00 19000. -0.2  2.0   0.0844
 5.00 19000. -0.2  2.0   0.1896
 5.00 19000. -0.2  2.0   0.0097
 3.00 20000. -0.2  2.0   0.0763
 3.00 20000. -0.2  2.0   0.2840
 3.00 20000. -0.2  2.0   0.0282
 3.50 20000. -0.2  2.0   0.0763
 3.50 20000. -0.2  2.0   0.2399
 3.50 20000. -0.2  2.0   0.0206
 4.00 20000. -0.2  2.0   0.0791
 4.00 20000. -0.2  2.0   0.2117
 4.00 20000. -0.2  2.0   0.0149
 4.50 20000. -0.2  2.0   0.0812
 4.50 20000. -0.2  2.0   0.1954
 4.50 20000. -0.2  2.0   0.0115
 5.00 20000. -0.2  2.0   0.0817
 5.00 20000. -0.2  2.0   0.1872
 5.00 20000. -0.2  2.0   0.0098
 3.00 21000. -0.2  2.0   0.0699
 3.00 21000. -0.2  2.0   0.2952
 3.00 21000. -0.2  2.0   0.0305
 3.50 21000. -0.2  2.0   0.0715
 3.50 21000. -0.2  2.0   0.2456
 3.50 21000. -0.2  2.0   0.0222
 4.00 21000. -0.2  2.0   0.0756
 4.00 21000. -0.2  2.0   0.2136
 4.00 21000. -0.2  2.0   0.0159
 4.50 21000. -0.2  2.0   0.0781
 4.50 21000. -0.2  2.0   0.1952
 4.50 21000. -0.2  2.0   0.0121
 5.00 21000. -0.2  2.0   0.0789
 5.00 21000. -0.2  2.0   0.1858
 5.00 21000. -0.2  2.0   0.0102
 3.00 22000. -0.2  2.0   0.0634
 3.00 22000. -0.2  2.0   0.3062
 3.00 22000. -0.2  2.0   0.0330
 3.50 22000. -0.2  2.0   0.0652
 3.50 22000. -0.2  2.0   0.2535
 3.50 22000. -0.2  2.0   0.0242
 4.00 22000. -0.2  2.0   0.0708
 4.00 22000. -0.2  2.0   0.2179
 4.00 22000. -0.2  2.0   0.0172
 4.50 22000. -0.2  2.0   0.0742
 4.50 22000. -0.2  2.0   0.1971
 4.50 22000. -0.2  2.0   0.0129
 5.00 22000. -0.2  2.0   0.0758
 5.00 22000. -0.2  2.0   0.1859
 5.00 22000. -0.2  2.0   0.0107
 3.00 23000. -0.2  2.0   0.0595
 3.00 23000. -0.2  2.0   0.3154
 3.00 23000. -0.2  2.0   0.0351
 3.50 23000. -0.2  2.0   0.0584
 3.50 23000. -0.2  2.0   0.2613
 3.50 23000. -0.2  2.0   0.0264
 4.00 23000. -0.2  2.0   0.0649
 4.00 23000. -0.2  2.0   0.2238
 4.00 23000. -0.2  2.0   0.0187
 4.50 23000. -0.2  2.0   0.0697
 4.50 23000. -0.2  2.0   0.2005
 4.50 23000. -0.2  2.0   0.0140
 5.00 23000. -0.2  2.0   0.0720
 5.00 23000. -0.2  2.0   0.1879
 5.00 23000. -0.2  2.0   0.0115
 3.00 24000. -0.2  2.0   0.0600
 3.00 24000. -0.2  2.0   0.3230
 3.00 24000. -0.2  2.0   0.0362
 3.50 24000. -0.2  2.0   0.0521
 3.50 24000. -0.2  2.0   0.2685
 3.50 24000. -0.2  2.0   0.0285
 4.00 24000. -0.2  2.0   0.0589
 4.00 24000. -0.2  2.0   0.2294
 4.00 24000. -0.2  2.0   0.0203
 4.50 24000. -0.2  2.0   0.0646
 4.50 24000. -0.2  2.0   0.2050
 4.50 24000. -0.2  2.0   0.0151
 5.00 24000. -0.2  2.0   0.0679
 5.00 24000. -0.2  2.0   0.1908
 5.00 24000. -0.2  2.0   0.0124
 3.00 25000. -0.2  2.0   0.0637
 3.00 25000. -0.2  2.0   0.3307
 3.00 25000. -0.2  2.0   0.0360
 3.50 25000. -0.2  2.0   0.0484
 3.50 25000. -0.2  2.0   0.2741
 3.50 25000. -0.2  2.0   0.0300
 4.00 25000. -0.2  2.0   0.0531
 4.00 25000. -0.2  2.0   0.2345
 4.00 25000. -0.2  2.0   0.0217
 4.50 25000. -0.2  2.0   0.0592
 4.50 25000. -0.2  2.0   0.2095
 4.50 25000. -0.2  2.0   0.0162
 5.00 25000. -0.2  2.0   0.0632
 5.00 25000. -0.2  2.0   0.1946
 5.00 25000. -0.2  2.0   0.0132
 3.00 26000. -0.2  2.0   0.0669
 3.00 26000. -0.2  2.0   0.3398
 3.00 26000. -0.2  2.0   0.0354
 3.50 26000. -0.2  2.0   0.0472
 3.50 26000. -0.2  2.0   0.2790
 3.50 26000. -0.2  2.0   0.0311
 4.00 26000. -0.2  2.0   0.0491
 4.00 26000. -0.2  2.0   0.2382
 4.00 26000. -0.2  2.0   0.0228
 4.50 26000. -0.2  2.0   0.0547
 4.50 26000. -0.2  2.0   0.2127
 4.50 26000. -0.2  2.0   0.0172
 5.00 26000. -0.2  2.0   0.0586
 5.00 26000. -0.2  2.0   0.1981
 5.00 26000. -0.2  2.0   0.0139
 3.50 27000. -0.2  2.0   0.0467
 3.50 27000. -0.2  2.0   0.2847
 3.50 27000. -0.2  2.0   0.0318
 4.00 27000. -0.2  2.0   0.0470
 4.00 27000. -0.2  2.0   0.2410
 4.00 27000. -0.2  2.0   0.0235
 4.50 27000. -0.2  2.0   0.0510
 4.50 27000. -0.2  2.0   0.2150
 4.50 27000. -0.2  2.0   0.0177
 5.00 27000. -0.2  2.0   0.0547
 5.00 27000. -0.2  2.0   0.2003
 5.00 27000. -0.2  2.0   0.0144
 3.50 28000. -0.2  2.0   0.0455
 3.50 28000. -0.2  2.0   0.2911
 3.50 28000. -0.2  2.0   0.0324
 4.00 28000. -0.2  2.0   0.0454
 4.00 28000. -0.2  2.0   0.2442
 4.00 28000. -0.2  2.0   0.0240
 4.50 28000. -0.2  2.0   0.0486
 4.50 28000. -0.2  2.0   0.2164
 4.50 28000. -0.2  2.0   0.0180
 5.00 28000. -0.2  2.0   0.0520
 5.00 28000. -0.2  2.0   0.2009
 5.00 28000. -0.2  2.0   0.0146
 3.50 29000. -0.2  2.0   0.0423
 3.50 29000. -0.2  2.0   0.2981
 3.50 29000. -0.2  2.0   0.0334
 4.00 29000. -0.2  2.0   0.0438
 4.00 29000. -0.2  2.0   0.2476
 4.00 29000. -0.2  2.0   0.0245
 4.50 29000. -0.2  2.0   0.0473
 4.50 29000. -0.2  2.0   0.2173
 4.50 29000. -0.2  2.0   0.0182
 5.00 29000. -0.2  2.0   0.0500
 5.00 29000. -0.2  2.0   0.2008
 5.00 29000. -0.2  2.0   0.0145
 3.50 30000. -0.2  2.0   0.0370
 3.50 30000. -0.2  2.0   0.3062
 3.50 30000. -0.2  2.0   0.0349
 4.00 30000. -0.2  2.0   0.0417
 4.00 30000. -0.2  2.0   0.2503
 4.00 30000. -0.2  2.0   0.0250
 4.50 30000. -0.2  2.0   0.0459
 4.50 30000. -0.2  2.0   0.2180
 4.50 30000. -0.2  2.0   0.0182
 5.00 30000. -0.2  2.0   0.0488
 5.00 30000. -0.2  2.0   0.1997
 5.00 30000. -0.2  2.0   0.0143
 3.50 31000. -0.2  2.0   0.0303
 3.50 31000. -0.2  2.0   0.3162
 3.50 31000. -0.2  2.0   0.0370
 4.00 31000. -0.2  2.0   0.0378
 4.00 31000. -0.2  2.0   0.2532
 4.00 31000. -0.2  2.0   0.0257
 4.50 31000. -0.2  2.0   0.0439
 4.50 31000. -0.2  2.0   0.2183
 4.50 31000. -0.2  2.0   0.0182
 5.00 31000. -0.2  2.0   0.0475
 5.00 31000. -0.2  2.0   0.1983
 5.00 31000. -0.2  2.0   0.0140
 4.00 32000. -0.2  2.0   0.0331
 4.00 32000. -0.2  2.0   0.2561
 4.00 32000. -0.2  2.0   0.0269
 4.50 32000. -0.2  2.0   0.0417
 4.50 32000. -0.2  2.0   0.2173
 4.50 32000. -0.2  2.0   0.0184
 5.00 32000. -0.2  2.0   0.0465
 5.00 32000. -0.2  2.0   0.1956
 5.00 32000. -0.2  2.0   0.0137
 4.00 33000. -0.2  2.0   0.0266
 4.00 33000. -0.2  2.0   0.2609
 4.00 33000. -0.2  2.0   0.0284
 4.50 33000. -0.2  2.0   0.0385
 4.50 33000. -0.2  2.0   0.2164
 4.50 33000. -0.2  2.0   0.0187
 5.00 33000. -0.2  2.0   0.0448
 5.00 33000. -0.2  2.0   0.1923
 5.00 33000. -0.2  2.0   0.0135
 4.00 34000. -0.2  2.0   0.0187
 4.00 34000. -0.2  2.0   0.2667
 4.00 34000. -0.2  2.0   0.0305
 4.50 34000. -0.2  2.0   0.0339
 4.50 34000. -0.2  2.0   0.2166
 4.50 34000. -0.2  2.0   0.0193
 5.00 34000. -0.2  2.0   0.0422
 5.00 34000. -0.2  2.0   0.1894
 5.00 34000. -0.2  2.0   0.0133
 4.00 35000. -0.2  2.0   0.0102
 4.00 35000. -0.2  2.0   0.2723
 4.00 35000. -0.2  2.0   0.0331
 4.50 35000. -0.2  2.0   0.0280
 4.50 35000. -0.2  2.0   0.2180
 4.50 35000. -0.2  2.0   0.0202
 5.00 35000. -0.2  2.0   0.0391
 5.00 35000. -0.2  2.0   0.1868
 5.00 35000. -0.2  2.0   0.0134
 4.50 37500. -0.2  2.0   0.0119
 4.50 37500. -0.2  2.0   0.2202
 4.50 37500. -0.2  2.0   0.0236
 5.00 37500. -0.2  2.0   0.0271
 5.00 37500. -0.2  2.0   0.1830
 5.00 37500. -0.2  2.0   0.0146
 4.50 40000. -0.2  2.0   0.0034
 4.50 40000. -0.2  2.0   0.2202
 4.50 40000. -0.2  2.0   0.0262
 5.00 40000. -0.2  2.0   0.0160
 5.00 40000. -0.2  2.0   0.1787
 5.00 40000. -0.2  2.0   0.0160
 5.00 42500. -0.2  2.0   0.0101
 5.00 42500. -0.2  2.0   0.1770
 5.00 42500. -0.2  2.0   0.0171
 5.00 45000. -0.2  2.0   0.0066
 5.00 45000. -0.2  2.0   0.1779
 5.00 45000. -0.2  2.0   0.0181
 5.00 47500. -0.2  2.0   0.0028
 5.00 47500. -0.2  2.0   0.1806
 5.00 47500. -0.2  2.0   0.0190
 5.00 50000. -0.2  2.0  -0.0009
 5.00 50000. -0.2  2.0   0.1840
 5.00 50000. -0.2  2.0   0.0202
 0.00  3500. -0.1  2.0   0.6786
 0.00  3500. -0.1  2.0   0.0523
 0.00  3500. -0.1  2.0   0.0164
 0.50  3500. -0.1  2.0   0.6709
 0.50  3500. -0.1  2.0   0.0520
 0.50  3500. -0.1  2.0   0.0175
 1.00  3500. -0.1  2.0   0.6611
 1.00  3500. -0.1  2.0   0.0540
 1.00  3500. -0.1  2.0   0.0183
 1.50  3500. -0.1  2.0   0.6507
 1.50  3500. -0.1  2.0   0.0574
 1.50  3500. -0.1  2.0   0.0186
 2.00  3500. -0.1  2.0   0.6399
 2.00  3500. -0.1  2.0   0.0623
 2.00  3500. -0.1  2.0   0.0185
 2.50  3500. -0.1  2.0   0.6270
 2.50  3500. -0.1  2.0   0.0708
 2.50  3500. -0.1  2.0   0.0180
 3.00  3500. -0.1  2.0   0.5761
 3.00  3500. -0.1  2.0   0.1139
 3.00  3500. -0.1  2.0   0.0170
 3.50  3500. -0.1  2.0   0.4354
 3.50  3500. -0.1  2.0   0.2347
 3.50  3500. -0.1  2.0   0.0163
 4.00  3500. -0.1  2.0   0.3108
 4.00  3500. -0.1  2.0   0.3342
 4.00  3500. -0.1  2.0   0.0197
 4.50  3500. -0.1  2.0   0.2393
 4.50  3500. -0.1  2.0   0.3862
 4.50  3500. -0.1  2.0   0.0243
 5.00  3500. -0.1  2.0   0.2028
 5.00  3500. -0.1  2.0   0.4104
 5.00  3500. -0.1  2.0   0.0276
 0.00  3750. -0.1  2.0   0.6274
 0.00  3750. -0.1  2.0   0.0968
 0.00  3750. -0.1  2.0   0.0117
 0.50  3750. -0.1  2.0   0.6302
 0.50  3750. -0.1  2.0   0.0889
 0.50  3750. -0.1  2.0   0.0115
 1.00  3750. -0.1  2.0   0.6318
 1.00  3750. -0.1  2.0   0.0810
 1.00  3750. -0.1  2.0   0.0111
 1.50  3750. -0.1  2.0   0.6332
 1.50  3750. -0.1  2.0   0.0728
 1.50  3750. -0.1  2.0   0.0108
 2.00  3750. -0.1  2.0   0.6338
 2.00  3750. -0.1  2.0   0.0652
 2.00  3750. -0.1  2.0   0.0105
 2.50  3750. -0.1  2.0   0.6325
 2.50  3750. -0.1  2.0   0.0598
 2.50  3750. -0.1  2.0   0.0103
 3.00  3750. -0.1  2.0   0.6252
 3.00  3750. -0.1  2.0   0.0607
 3.00  3750. -0.1  2.0   0.0101
 3.50  3750. -0.1  2.0   0.5579
 3.50  3750. -0.1  2.0   0.1158
 3.50  3750. -0.1  2.0   0.0108
 4.00  3750. -0.1  2.0   0.3898
 4.00  3750. -0.1  2.0   0.2578
 4.00  3750. -0.1  2.0   0.0145
 4.50  3750. -0.1  2.0   0.2525
 4.50  3750. -0.1  2.0   0.3634
 4.50  3750. -0.1  2.0   0.0222
 5.00  3750. -0.1  2.0   0.1815
 5.00  3750. -0.1  2.0   0.4110
 5.00  3750. -0.1  2.0   0.0297
 0.00  4000. -0.1  2.0   0.5721
 0.00  4000. -0.1  2.0   0.1358
 0.00  4000. -0.1  2.0   0.0113
 0.50  4000. -0.1  2.0   0.5758
 0.50  4000. -0.1  2.0   0.1297
 0.50  4000. -0.1  2.0   0.0114
 1.00  4000. -0.1  2.0   0.5780
 1.00  4000. -0.1  2.0   0.1243
 1.00  4000. -0.1  2.0   0.0111
 1.50  4000. -0.1  2.0   0.5811
 1.50  4000. -0.1  2.0   0.1175
 1.50  4000. -0.1  2.0   0.0107
 2.00  4000. -0.1  2.0   0.5838
 2.00  4000. -0.1  2.0   0.1108
 2.00  4000. -0.1  2.0   0.0099
 2.50  4000. -0.1  2.0   0.5866
 2.50  4000. -0.1  2.0   0.1037
 2.50  4000. -0.1  2.0   0.0090
 3.00  4000. -0.1  2.0   0.5885
 3.00  4000. -0.1  2.0   0.0970
 3.00  4000. -0.1  2.0   0.0081
 3.50  4000. -0.1  2.0   0.5857
 3.50  4000. -0.1  2.0   0.0945
 3.50  4000. -0.1  2.0   0.0073
 4.00  4000. -0.1  2.0   0.5195
 4.00  4000. -0.1  2.0   0.1462
 4.00  4000. -0.1  2.0   0.0088
 4.50  4000. -0.1  2.0   0.3604
 4.50  4000. -0.1  2.0   0.2733
 4.50  4000. -0.1  2.0   0.0161
 5.00  4000. -0.1  2.0   0.2265
 5.00  4000. -0.1  2.0   0.3707
 5.00  4000. -0.1  2.0   0.0269
 0.00  4250. -0.1  2.0   0.5199
 0.00  4250. -0.1  2.0   0.1660
 0.00  4250. -0.1  2.0   0.0102
 0.50  4250. -0.1  2.0   0.5252
 0.50  4250. -0.1  2.0   0.1607
 0.50  4250. -0.1  2.0   0.0102
 1.00  4250. -0.1  2.0   0.5286
 1.00  4250. -0.1  2.0   0.1556
 1.00  4250. -0.1  2.0   0.0099
 1.50  4250. -0.1  2.0   0.5340
 1.50  4250. -0.1  2.0   0.1475
 1.50  4250. -0.1  2.0   0.0096
 2.00  4250. -0.1  2.0   0.5388
 2.00  4250. -0.1  2.0   0.1398
 2.00  4250. -0.1  2.0   0.0092
 2.50  4250. -0.1  2.0   0.5420
 2.50  4250. -0.1  2.0   0.1338
 2.50  4250. -0.1  2.0   0.0087
 3.00  4250. -0.1  2.0   0.5446
 3.00  4250. -0.1  2.0   0.1285
 3.00  4250. -0.1  2.0   0.0083
 3.50  4250. -0.1  2.0   0.5460
 3.50  4250. -0.1  2.0   0.1244
 3.50  4250. -0.1  2.0   0.0076
 4.00  4250. -0.1  2.0   0.5438
 4.00  4250. -0.1  2.0   0.1236
 4.00  4250. -0.1  2.0   0.0069
 4.50  4250. -0.1  2.0   0.4916
 4.50  4250. -0.1  2.0   0.1643
 4.50  4250. -0.1  2.0   0.0084
 5.00  4250. -0.1  2.0   0.3574
 5.00  4250. -0.1  2.0   0.2679
 5.00  4250. -0.1  2.0   0.0161
 0.00  4500. -0.1  2.0   0.4709
 0.00  4500. -0.1  2.0   0.1907
 0.00  4500. -0.1  2.0   0.0089
 0.50  4500. -0.1  2.0   0.4753
 0.50  4500. -0.1  2.0   0.1880
 0.50  4500. -0.1  2.0   0.0092
 1.00  4500. -0.1  2.0   0.4778
 1.00  4500. -0.1  2.0   0.1858
 1.00  4500. -0.1  2.0   0.0091
 1.50  4500. -0.1  2.0   0.4835
 1.50  4500. -0.1  2.0   0.1794
 1.50  4500. -0.1  2.0   0.0087
 2.00  4500. -0.1  2.0   0.4899
 2.00  4500. -0.1  2.0   0.1715
 2.00  4500. -0.1  2.0   0.0082
 2.50  4500. -0.1  2.0   0.4974
 2.50  4500. -0.1  2.0   0.1620
 2.50  4500. -0.1  2.0   0.0076
 3.00  4500. -0.1  2.0   0.5030
 3.00  4500. -0.1  2.0   0.1543
 3.00  4500. -0.1  2.0   0.0071
 3.50  4500. -0.1  2.0   0.5069
 3.50  4500. -0.1  2.0   0.1483
 3.50  4500. -0.1  2.0   0.0067
 4.00  4500. -0.1  2.0   0.5085
 4.00  4500. -0.1  2.0   0.1448
 4.00  4500. -0.1  2.0   0.0063
 4.50  4500. -0.1  2.0   0.5075
 4.50  4500. -0.1  2.0   0.1442
 4.50  4500. -0.1  2.0   0.0059
 5.00  4500. -0.1  2.0   0.4708
 5.00  4500. -0.1  2.0   0.1742
 5.00  4500. -0.1  2.0   0.0069
 0.00  4750. -0.1  2.0   0.4217
 0.00  4750. -0.1  2.0   0.2170
 0.00  4750. -0.1  2.0   0.0087
 0.50  4750. -0.1  2.0   0.4259
 0.50  4750. -0.1  2.0   0.2151
 0.50  4750. -0.1  2.0   0.0086
 1.00  4750. -0.1  2.0   0.4284
 1.00  4750. -0.1  2.0   0.2133
 1.00  4750. -0.1  2.0   0.0087
 1.50  4750. -0.1  2.0   0.4338
 1.50  4750. -0.1  2.0   0.2085
 1.50  4750. -0.1  2.0   0.0085
 2.00  4750. -0.1  2.0   0.4399
 2.00  4750. -0.1  2.0   0.2025
 2.00  4750. -0.1  2.0   0.0081
 2.50  4750. -0.1  2.0   0.4480
 2.50  4750. -0.1  2.0   0.1941
 2.50  4750. -0.1  2.0   0.0075
 3.00  4750. -0.1  2.0   0.4552
 3.00  4750. -0.1  2.0   0.1863
 3.00  4750. -0.1  2.0   0.0069
 3.50  4750. -0.1  2.0   0.4620
 3.50  4750. -0.1  2.0   0.1786
 3.50  4750. -0.1  2.0   0.0064
 4.00  4750. -0.1  2.0   0.4666
 4.00  4750. -0.1  2.0   0.1729
 4.00  4750. -0.1  2.0   0.0059
 4.50  4750. -0.1  2.0   0.4696
 4.50  4750. -0.1  2.0   0.1689
 4.50  4750. -0.1  2.0   0.0055
 5.00  4750. -0.1  2.0   0.4690
 5.00  4750. -0.1  2.0   0.1689
 5.00  4750. -0.1  2.0   0.0052
 0.00  5000. -0.1  2.0   0.3716
 0.00  5000. -0.1  2.0   0.2421
 0.00  5000. -0.1  2.0   0.0103
 0.50  5000. -0.1  2.0   0.3747
 0.50  5000. -0.1  2.0   0.2424
 0.50  5000. -0.1  2.0   0.0098
 1.00  5000. -0.1  2.0   0.3824
 1.00  5000. -0.1  2.0   0.2372
 1.00  5000. -0.1  2.0   0.0091
 1.50  5000. -0.1  2.0   0.3867
 1.50  5000. -0.1  2.0   0.2345
 1.50  5000. -0.1  2.0   0.0085
 2.00  5000. -0.1  2.0   0.3892
 2.00  5000. -0.1  2.0   0.2324
 2.00  5000. -0.1  2.0   0.0081
 2.50  5000. -0.1  2.0   0.3983
 2.50  5000. -0.1  2.0   0.2242
 2.50  5000. -0.1  2.0   0.0075
 3.00  5000. -0.1  2.0   0.4063
 3.00  5000. -0.1  2.0   0.2170
 3.00  5000. -0.1  2.0   0.0071
 3.50  5000. -0.1  2.0   0.4141
 3.50  5000. -0.1  2.0   0.2097
 3.50  5000. -0.1  2.0   0.0067
 4.00  5000. -0.1  2.0   0.4208
 4.00  5000. -0.1  2.0   0.2035
 4.00  5000. -0.1  2.0   0.0062
 4.50  5000. -0.1  2.0   0.4250
 4.50  5000. -0.1  2.0   0.1996
 4.50  5000. -0.1  2.0   0.0058
 5.00  5000. -0.1  2.0   0.4274
 5.00  5000. -0.1  2.0   0.1974
 5.00  5000. -0.1  2.0   0.0053
 0.00  5250. -0.1  2.0   0.3276
 0.00  5250. -0.1  2.0   0.2603
 0.00  5250. -0.1  2.0   0.0125
 0.50  5250. -0.1  2.0   0.3318
 0.50  5250. -0.1  2.0   0.2603
 0.50  5250. -0.1  2.0   0.0119
 1.00  5250. -0.1  2.0   0.3344
 1.00  5250. -0.1  2.0   0.2609
 1.00  5250. -0.1  2.0   0.0112
 1.50  5250. -0.1  2.0   0.3414
 1.50  5250. -0.1  2.0   0.2576
 1.50  5250. -0.1  2.0   0.0097
 2.00  5250. -0.1  2.0   0.3432
 2.00  5250. -0.1  2.0   0.2571
 2.00  5250. -0.1  2.0   0.0090
 2.50  5250. -0.1  2.0   0.3515
 2.50  5250. -0.1  2.0   0.2508
 2.50  5250. -0.1  2.0   0.0080
 3.00  5250. -0.1  2.0   0.3591
 3.00  5250. -0.1  2.0   0.2446
 3.00  5250. -0.1  2.0   0.0074
 3.50  5250. -0.1  2.0   0.3681
 3.50  5250. -0.1  2.0   0.2369
 3.50  5250. -0.1  2.0   0.0070
 4.00  5250. -0.1  2.0   0.3752
 4.00  5250. -0.1  2.0   0.2313
 4.00  5250. -0.1  2.0   0.0066
 4.50  5250. -0.1  2.0   0.3796
 4.50  5250. -0.1  2.0   0.2284
 4.50  5250. -0.1  2.0   0.0063
 5.00  5250. -0.1  2.0   0.3823
 5.00  5250. -0.1  2.0   0.2272
 5.00  5250. -0.1  2.0   0.0059
 0.00  5500. -0.1  2.0   0.3223
 0.00  5500. -0.1  2.0   0.2448
 0.00  5500. -0.1  2.0   0.0143
 0.50  5500. -0.1  2.0   0.2951
 0.50  5500. -0.1  2.0   0.2736
 0.50  5500. -0.1  2.0   0.0144
 1.00  5500. -0.1  2.0   0.2981
 1.00  5500. -0.1  2.0   0.2733
 1.00  5500. -0.1  2.0   0.0137
 1.50  5500. -0.1  2.0   0.3002
 1.50  5500. -0.1  2.0   0.2749
 1.50  5500. -0.1  2.0   0.0124
 2.00  5500. -0.1  2.0   0.3019
 2.00  5500. -0.1  2.0   0.2759
 2.00  5500. -0.1  2.0   0.0111
 2.50  5500. -0.1  2.0   0.3070
 2.50  5500. -0.1  2.0   0.2740
 2.50  5500. -0.1  2.0   0.0096
 3.00  5500. -0.1  2.0   0.3151
 3.00  5500. -0.1  2.0   0.2686
 3.00  5500. -0.1  2.0   0.0084
 3.50  5500. -0.1  2.0   0.3251
 3.50  5500. -0.1  2.0   0.2608
 3.50  5500. -0.1  2.0   0.0076
 4.00  5500. -0.1  2.0   0.3327
 4.00  5500. -0.1  2.0   0.2552
 4.00  5500. -0.1  2.0   0.0072
 4.50  5500. -0.1  2.0   0.3376
 4.50  5500. -0.1  2.0   0.2520
 4.50  5500. -0.1  2.0   0.0070
 5.00  5500. -0.1  2.0   0.3393
 5.00  5500. -0.1  2.0   0.2525
 5.00  5500. -0.1  2.0   0.0068
 0.00  5750. -0.1  2.0   0.3692
 0.00  5750. -0.1  2.0   0.2012
 0.00  5750. -0.1  2.0   0.0098
 0.50  5750. -0.1  2.0   0.3224
 0.50  5750. -0.1  2.0   0.2352
 0.50  5750. -0.1  2.0   0.0142
 1.00  5750. -0.1  2.0   0.2640
 1.00  5750. -0.1  2.0   0.2890
 1.00  5750. -0.1  2.0   0.0160
 1.50  5750. -0.1  2.0   0.2684
 1.50  5750. -0.1  2.0   0.2862
 1.50  5750. -0.1  2.0   0.0150
 2.00  5750. -0.1  2.0   0.2693
 2.00  5750. -0.1  2.0   0.2880
 2.00  5750. -0.1  2.0   0.0135
 2.50  5750. -0.1  2.0   0.2725
 2.50  5750. -0.1  2.0   0.2884
 2.50  5750. -0.1  2.0   0.0117
 3.00  5750. -0.1  2.0   0.2786
 3.00  5750. -0.1  2.0   0.2853
 3.00  5750. -0.1  2.0   0.0101
 3.50  5750. -0.1  2.0   0.2863
 3.50  5750. -0.1  2.0   0.2806
 3.50  5750. -0.1  2.0   0.0088
 4.00  5750. -0.1  2.0   0.2937
 4.00  5750. -0.1  2.0   0.2754
 4.00  5750. -0.1  2.0   0.0081
 4.50  5750. -0.1  2.0   0.3000
 4.50  5750. -0.1  2.0   0.2711
 4.50  5750. -0.1  2.0   0.0078
 5.00  5750. -0.1  2.0   0.3011
 5.00  5750. -0.1  2.0   0.2721
 5.00  5750. -0.1  2.0   0.0077
 0.00  6000. -0.1  2.0   0.3683
 0.00  6000. -0.1  2.0   0.2038
 0.00  6000. -0.1  2.0   0.0072
 0.50  6000. -0.1  2.0   0.3506
 0.50  6000. -0.1  2.0   0.2097
 0.50  6000. -0.1  2.0   0.0101
 1.00  6000. -0.1  2.0   0.3128
 1.00  6000. -0.1  2.0   0.2302
 1.00  6000. -0.1  2.0   0.0155
 1.50  6000. -0.1  2.0   0.2395
 1.50  6000. -0.1  2.0   0.3012
 1.50  6000. -0.1  2.0   0.0165
 2.00  6000. -0.1  2.0   0.2423
 2.00  6000. -0.1  2.0   0.2989
 2.00  6000. -0.1  2.0   0.0156
 2.50  6000. -0.1  2.0   0.2463
 2.50  6000. -0.1  2.0   0.2971
 2.50  6000. -0.1  2.0   0.0137
 3.00  6000. -0.1  2.0   0.2499
 3.00  6000. -0.1  2.0   0.2961
 3.00  6000. -0.1  2.0   0.0119
 3.50  6000. -0.1  2.0   0.2542
 3.50  6000. -0.1  2.0   0.2941
 3.50  6000. -0.1  2.0   0.0106
 4.00  6000. -0.1  2.0   0.2608
 4.00  6000. -0.1  2.0   0.2897
 4.00  6000. -0.1  2.0   0.0095
 4.50  6000. -0.1  2.0   0.2666
 4.50  6000. -0.1  2.0   0.2862
 4.50  6000. -0.1  2.0   0.0090
 5.00  6000. -0.1  2.0   0.2675
 5.00  6000. -0.1  2.0   0.2872
 5.00  6000. -0.1  2.0   0.0088
 0.50  6250. -0.1  2.0   0.3490
 0.50  6250. -0.1  2.0   0.2146
 0.50  6250. -0.1  2.0   0.0074
 1.00  6250. -0.1  2.0   0.3284
 1.00  6250. -0.1  2.0   0.2218
 1.00  6250. -0.1  2.0   0.0105
 1.50  6250. -0.1  2.0   0.2860
 1.50  6250. -0.1  2.0   0.2474
 1.50  6250. -0.1  2.0   0.0162
 2.00  6250. -0.1  2.0   0.2181
 2.00  6250. -0.1  2.0   0.3104
 2.00  6250. -0.1  2.0   0.0172
 2.50  6250. -0.1  2.0   0.2224
 2.50  6250. -0.1  2.0   0.3071
 2.50  6250. -0.1  2.0   0.0156
 3.00  6250. -0.1  2.0   0.2262
 3.00  6250. -0.1  2.0   0.3044
 3.00  6250. -0.1  2.0   0.0139
 3.50  6250. -0.1  2.0   0.2300
 3.50  6250. -0.1  2.0   0.3023
 3.50  6250. -0.1  2.0   0.0122
 4.00  6250. -0.1  2.0   0.2356
